"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
7237,"M",5,1,2,3,3,0,4,6,4,2,3,3,7,6,7,8,9,0.43,7,6,1,0,0
7238,"M",5,1,3,3,3,8,10,10,4,2,3,3,7,6,9,8,6,0.7,7,5,1,1,1
7239,"M",4,0,2,3,2,3,8,8,4,2,3,3,7,6,8,7,7,0.65,7,6,1,0,0
7240,"M",4,0,3,2,3,3,9,6,4,2,3,3,7,6,7,8,8,0.23,6,5,1,0,0
7241,"M",0,0,2,3,3,2,4,6,4,2,3,3,7,6,9,9,8,0.78,8,5,1,0,0
7242,"M",1,0,2,2,3,4,6,6,4,2,3,3,7,6,9,8,8,0.59,6,5,1,0,0
7243,"M",4,0,2,3,3,2,3,4,4,2,3,3,7,6,8,8,7,0.31,8,4,0,0,0
7244,"M",5,0,2,3,3,8,8,10,4,2,3,3,7,6,7,8,6,0.91,5,5,0,1,0
7245,"M",1,0,2,3,2,4,5,9,4,2,3,3,7,6,8,8,8,-0.04,7,7,1,0,0
7246,"M",2,0,2,2,4,3,3,4,4,2,3,3,7,6,10,7,9,0.53,9,5,1,0,0
7247,"M",4,1,3,3,3,6,5,8,4,2,3,3,7,6,9,8,9,0.11,8,5,1,0,0
7248,"M",2,0,2,2,2,6,8,8,4,2,3,3,7,6,10,9,9,0.12,7,5,1,0,0
7249,"M",3,1,3,3,2,6,7,7,4,2,3,3,7,6,10,8,7,0.15,9,4,1,0,0
7250,"M",2,1,2,2,3,2,8,7,4,2,3,3,7,6,8,6,6,-0.09,5,4,0,0,0
7251,"M",3,1,2,2,2,3,8,6,4,2,3,3,7,6,9,9,10,0.19,9,6,1,0,0
7252,"M",5,0,2,3,3,5,4,5,4,2,3,7,7,7,7,7,6,0.35,5,5,1,0,0
7253,"M",5,0,3,3,3,9,10,10,4,2,3,7,7,7,7,8,7,0.61,5,6,1,1,1
7254,"M",4,0,2,3,2,8,8,7,4,2,3,7,7,7,6,8,7,0.47,5,6,0,0,0
7255,"M",4,0,3,2,3,8,8,8,4,2,3,7,7,7,8,6,7,-0.22,7,5,1,1,1
7256,"M",0,0,2,3,3,7,6,8,4,2,3,7,7,7,8,7,7,0.23,7,6,1,1,1
7257,"M",1,0,2,2,3,8,7,7,4,2,3,7,7,7,7,7,7,0.19,6,6,0,1,0
7258,"M",4,1,2,3,3,5,3,9,4,2,3,7,7,7,6,7,7,0.57,5,6,0,1,0
7259,"M",5,0,2,3,3,9,9,9,4,2,3,7,7,7,6,6,7,0.23,5,4,0,1,0
7260,"M",1,0,2,3,2,9,8,8,4,2,3,7,7,7,7,7,6,0.78,6,5,0,1,0
7261,"M",2,1,2,2,4,8,5,7,4,2,3,7,7,7,5,5,6,0.3,5,5,0,1,0
7262,"M",4,0,3,3,3,9,5,7,4,2,3,7,7,7,5,6,6,0.6,5,5,0,0,0
7263,"M",2,1,2,2,2,9,7,8,4,2,3,7,7,7,5,5,5,0.59,7,7,0,1,0
7264,"M",3,0,3,3,2,9,8,9,4,2,3,7,7,7,7,8,7,0.3,5,5,1,1,1
7265,"M",2,0,2,2,3,7,6,8,4,2,3,7,7,7,6,7,6,0.45,5,5,0,1,0
7266,"M",3,0,2,2,2,5,7,7,4,2,3,7,7,7,6,6,6,0.54,5,5,0,1,0
7267,"M",6,0,2,3,3,7,6,8,4,1,4,10,10,10,10,10,10,0.16,10,2,0,0,0
7268,"M",6,0,3,3,3,8,10,10,4,1,4,10,10,10,10,10,8,0.12,2,1,1,1,1
7269,"M",5,1,2,3,2,9,8,8,4,1,4,10,10,10,10,10,10,0.16,10,5,1,1,1
7270,"M",5,0,3,2,3,9,8,8,4,1,4,10,10,10,10,10,10,0.27,10,5,1,1,1
7271,"M",1,0,2,3,3,3,5,4,4,1,4,10,10,10,10,10,10,0.11,10,6,1,0,0
7272,"M",0,0,2,2,3,6,6,7,4,1,4,10,10,10,2,7,10,0.17,10,7,1,0,0
7273,"M",5,0,2,3,3,10,9,10,4,1,4,10,10,10,8,10,10,0.12,8,1,1,1,1
7274,"M",4,0,2,3,3,8,10,10,4,1,4,10,10,10,8,10,10,-0.16,8,1,0,1,0
7275,"M",0,0,2,3,2,8,7,7,4,1,4,10,10,10,10,10,10,0.32,10,7,1,1,1
7276,"M",3,0,2,2,4,6,4,5,4,1,4,10,10,10,10,10,8,0.09,3,2,1,1,1
7277,"M",5,0,3,3,3,8,6,7,4,1,4,10,10,10,7,10,10,0.27,10,1,0,1,0
7278,"M",3,0,2,2,2,8,7,8,4,1,4,10,10,10,5,10,10,0.32,8,2,0,1,0
7279,"M",4,0,3,3,2,9,9,9,4,1,4,10,10,10,10,7,8,0.35,7,2,1,0,0
7280,"M",3,0,2,2,3,4,7,8,4,1,4,10,10,10,7,10,8,0.54,7,3,0,0,0
7281,"M",4,0,2,2,2,7,7,9,4,1,4,10,10,10,10,10,10,0.54,1,1,1,1,1
7282,"M",4,0,2,3,3,6,5,8,4,2,2,7,7,8,8,9,7,-0.01,5,3,0,0,0
7283,"M",4,0,3,3,3,9,10,8,4,2,2,7,7,8,9,9,8,-0.01,6,2,0,1,0
7284,"M",5,0,2,3,2,8,8,7,4,2,2,7,7,8,9,10,10,0.07,9,4,0,1,0
7285,"M",5,1,3,2,3,9,9,7,4,2,2,7,7,8,9,9,10,0.67,9,7,1,1,1
7286,"M",9,1,2,3,3,3,7,2,4,2,2,7,7,8,6,9,7,0.01,4,1,0,0,0
7287,"M",10,1,2,2,3,6,8,6,4,2,2,7,7,8,7,10,10,0.2,4,1,0,0,0
7288,"M",5,0,2,3,3,6,8,8,4,2,2,7,7,8,7,10,10,-0.04,4,3,0,1,0
7289,"M",14,1,2,3,3,7,8,8,4,2,2,7,7,8,5,10,10,-0.09,7,2,0,1,0
7290,"M",10,0,2,3,2,9,8,8,4,2,2,7,7,8,6,10,7,-0.21,9,4,0,0,0
7291,"M",7,0,2,2,4,8,5,7,4,2,2,7,7,8,7,10,9,0.11,9,6,0,1,0
7292,"M",5,0,3,3,3,6,7,7,4,2,2,7,7,8,7,10,10,-0.05,8,6,0,0,0
7293,"M",7,0,2,2,2,8,6,6,4,2,2,7,7,8,6,10,10,0,7,5,0,1,0
7294,"M",6,0,3,3,2,9,9,9,4,2,2,7,7,8,8,10,10,-0.05,9,6,1,0,0
7295,"M",7,0,2,2,3,7,6,7,4,2,2,7,7,8,7,10,9,0.16,8,4,0,1,0
7296,"M",6,0,2,2,2,7,9,8,4,2,2,7,7,8,7,9,8,-0.14,8,2,0,1,0
7297,"M",6,1,2,3,3,4,8,7,3,3,3,9,10,10,9,7,8,0.25,8,8,1,0,0
7298,"M",6,1,3,3,3,8,10,10,3,3,3,9,10,10,8,8,8,0.29,7,4,0,1,0
7299,"M",5,0,2,3,2,5,7,7,3,3,3,9,10,10,9,9,8,0.26,8,8,1,1,1
7300,"M",5,0,3,2,3,4,8,8,3,3,3,9,10,10,8,8,8,0.66,6,6,0,0,0
7301,"M",1,0,2,3,3,3,7,4,3,3,3,9,10,10,8,8,8,0.68,8,6,1,0,0
7302,"M",0,0,2,2,3,6,7,8,3,3,3,9,10,10,7,8,8,0.39,7,5,1,0,0
7303,"M",5,0,2,3,3,7,6,8,3,3,3,9,10,10,9,7,7,0.42,6,4,0,1,0
7304,"M",4,0,2,3,3,10,9,10,3,3,3,9,10,10,8,9,8,0.34,6,6,0,1,0
7305,"M",0,0,2,3,2,9,9,9,3,3,3,9,10,10,7,7,7,-0.06,8,5,1,1,1
7306,"M",3,0,2,2,4,4,3,4,3,3,3,9,10,10,6,8,6,0.5,5,2,0,0,0
7307,"M",5,1,3,3,3,5,4,6,3,3,3,9,10,10,7,7,10,0.12,7,5,1,0,0
7308,"M",3,0,2,2,2,7,6,7,3,3,3,9,10,10,6,8,8,0.29,5,5,0,1,0
7309,"M",4,1,3,3,2,5,8,9,3,3,3,9,10,10,7,8,6,0.3,7,7,0,0,0
7310,"M",3,1,2,2,3,3,8,7,3,3,3,9,10,10,7,7,7,0.27,6,5,0,0,0
7311,"M",4,1,2,2,2,6,7,9,3,3,3,9,10,10,7,9,7,0.34,6,6,0,1,0
7312,"M",8,0,2,3,3,5,2,3,3,3,3,7,7,7,7,6,7,-0.05,7,7,1,0,0
7313,"M",8,0,3,3,3,7,8,9,3,3,3,7,7,7,8,6,7,-0.01,7,7,1,1,1
7314,"M",7,1,2,3,2,4,7,7,3,3,3,7,7,7,7,7,5,-0.07,6,6,0,0,0
7315,"M",7,0,3,2,3,4,4,8,3,3,3,7,7,7,7,6,7,-0.19,7,6,1,0,0
7316,"M",3,0,2,3,3,4,4,6,3,3,3,7,7,7,6,7,7,-0.18,6,6,1,1,1
7317,"M",2,0,2,2,3,5,5,5,3,3,3,7,7,7,7,7,7,-0.22,6,5,0,0,0
7318,"M",7,0,2,3,3,3,4,6,3,3,3,7,7,7,7,6,6,0.09,6,6,1,0,0
7319,"M",2,0,2,3,3,8,8,10,3,3,3,7,7,7,5,7,7,0.03,5,5,0,1,0
7320,"M",2,0,2,3,2,9,10,8,3,3,3,7,7,7,7,7,8,-0.04,8,7,1,0,0
7321,"M",5,0,2,2,4,4,3,4,3,3,3,7,7,7,7,7,7,0.09,6,7,1,0,0
7322,"M",7,0,3,3,3,4,3,5,3,3,3,7,7,7,7,7,7,-0.08,6,7,0,0,0
7323,"M",5,0,2,2,2,6,7,8,3,3,3,7,7,7,7,6,7,0.29,6,6,0,0,0
7324,"M",6,0,3,3,2,5,5,5,3,3,3,7,7,7,6,6,6,0.07,6,5,0,0,0
7325,"M",5,0,2,2,3,2,6,5,3,3,3,7,7,7,7,7,6,0.07,6,6,1,0,0
7326,"M",6,0,2,2,2,2,7,7,3,3,3,7,7,7,6,6,7,-0.19,5,7,1,0,0
7327,"F",3,1,5,3,3,8,8,8,3,4,3,5,8,6,4,7,7,-0.16,5,5,0,1,0
7328,"F",2,0,4,4,5,8,8,10,3,4,3,5,8,6,2,8,4,0.24,5,6,0,1,0
7329,"F",0,0,4,1,4,8,10,10,3,4,3,5,8,6,6,8,7,0.31,6,5,0,1,0
7330,"F",4,1,3,2,2,8,9,8,3,4,3,5,8,6,7,8,7,0.48,6,6,1,1,1
7331,"F",1,1,2,2,3,6,7,7,3,4,3,5,8,6,5,8,7,0.74,5,2,0,1,0
7332,"F",1,1,3,3,3,5,9,9,3,4,3,5,8,6,6,8,8,0.58,7,8,1,0,0
7333,"F",13,1,2,2,2,6,7,6,3,4,3,5,8,6,5,7,5,0.13,3,2,0,1,0
7334,"F",2,0,5,3,3,9,8,8,2,3,3,8,10,10,6,8,9,-0.36,8,9,0,1,0
7335,"F",1,1,4,4,5,5,6,6,2,3,3,8,10,10,3,4,6,0.67,4,4,0,0,0
7336,"F",1,1,4,1,4,7,7,7,2,3,3,8,10,10,8,7,7,0.48,7,7,0,1,0
7337,"F",3,0,3,2,2,7,9,8,2,3,3,8,10,10,6,7,8,0.53,5,6,0,0,0
7338,"F",0,0,2,2,3,6,5,5,2,3,3,8,10,10,4,6,6,0.14,6,7,0,0,0
7339,"F",0,0,3,3,3,4,7,9,2,3,3,8,10,10,6,7,7,-0.06,7,7,0,0,0
7340,"F",12,0,2,2,2,7,8,8,2,3,3,8,10,10,7,5,6,-0.19,6,6,0,1,0
7341,"F",1,0,5,3,3,8,7,8,2,2,2,8,9,10,2,3,9,0.29,6,2,0,1,0
7342,"F",0,1,4,4,5,7,8,8,2,2,2,8,9,10,1,10,1,0.14,3,3,0,0,0
7343,"F",2,1,4,1,4,6,6,6,2,2,2,8,9,10,8,9,5,0.41,5,5,0,1,0
7344,"F",2,0,3,2,2,8,9,9,2,2,2,8,9,10,8,9,10,-0.16,5,5,0,1,0
7345,"F",1,0,2,2,3,6,6,7,2,2,2,8,9,10,5,10,8,-0.04,3,3,0,0,0
7346,"F",1,0,3,3,3,7,8,9,2,2,2,8,9,10,3,9,10,-0.35,7,5,0,1,0
7347,"F",11,0,2,2,2,6,8,8,2,2,2,8,9,10,3,7,4,0.25,1,2,0,1,0
7348,"F",0,0,5,3,3,7,7,9,2,2,2,9,10,9,1,9,10,-0.46,7,1,0,1,0
7349,"F",1,1,4,4,5,7,8,8,2,2,2,9,10,9,1,10,10,0.65,7,6,0,0,0
7350,"F",3,1,4,1,4,5,8,7,2,2,2,9,10,9,5,9,10,0.59,6,6,1,1,1
7351,"F",1,0,3,2,2,5,8,9,2,2,2,9,10,9,5,4,5,0.07,5,5,0,0,0
7352,"F",2,0,2,2,3,4,5,6,2,2,2,9,10,9,1,8,9,0.24,1,5,0,0,0
7353,"F",2,0,3,3,3,6,9,9,2,2,2,9,10,9,6,9,9,-0.1,7,6,1,0,0
7354,"F",10,0,2,2,2,6,9,8,2,2,2,9,10,9,6,10,8,-0.06,7,6,1,1,1
7355,"F",1,0,5,3,3,5,8,7,2,2,4,8,9,9,4,6,6,-0.46,5,4,0,1,0
7356,"F",0,0,4,4,5,7,8,7,2,2,4,8,9,9,2,7,5,0.48,4,4,0,1,0
7357,"F",2,0,4,1,4,6,6,6,2,2,4,8,9,9,4,5,5,0.47,4,4,0,1,0
7358,"F",2,0,3,2,2,5,9,9,2,2,4,8,9,9,6,8,5,0.18,5,4,0,0,0
7359,"F",1,0,2,2,3,6,8,7,2,2,4,8,9,9,5,8,5,0.26,6,5,0,1,0
7360,"F",1,0,3,3,3,7,9,9,2,2,4,8,9,9,8,8,7,0.05,6,7,1,1,1
7361,"F",11,0,2,2,2,5,9,9,2,2,4,8,9,9,7,5,4,0.11,4,5,0,1,0
7362,"F",0,0,5,3,3,9,8,9,4,2,3,8,9,8,6,7,7,-0.4,6,6,0,1,0
7363,"F",1,1,4,4,5,6,8,5,4,2,3,8,9,8,5,8,8,0.72,6,5,0,1,0
7364,"F",3,1,4,1,4,6,6,6,4,2,3,8,9,8,8,7,8,0.61,9,8,1,1,1
7365,"F",1,0,3,2,2,6,8,8,4,2,3,8,9,8,7,8,8,0.63,6,7,0,0,0
7366,"F",2,0,2,2,3,6,6,6,4,2,3,8,9,8,8,7,7,0.47,5,4,0,0,0
7367,"F",2,0,3,3,3,7,8,8,4,2,3,8,9,8,7,6,7,0.31,8,7,1,0,0
7368,"F",10,0,2,2,2,7,9,8,4,2,3,8,9,8,7,7,7,-0.13,7,6,0,1,0
7369,"M",3,1,3,4,3,4,7,7,5,3,3,7,7,9,8,8,8,-0.16,7,7,1,0,0
7370,"M",2,0,2,3,3,6,9,8,5,3,3,7,7,9,9,8,8,-0.36,9,10,1,0,0
7371,"M",1,0,2,2,2,2,9,3,5,3,3,7,7,9,8,8,7,0.29,9,10,1,0,0
7372,"M",0,0,2,2,2,1,10,9,5,3,3,7,7,9,7,9,7,-0.46,7,8,1,0,0
7373,"M",1,0,2,2,4,4,6,6,5,3,3,7,7,9,5,7,8,-0.46,6,10,1,0,0
7374,"M",0,0,4,2,3,6,7,7,5,3,3,7,7,9,9,9,8,-0.4,8,8,1,0,0
7375,"M",2,0,3,4,3,2,4,8,4,4,5,7,9,4,8,10,8,0.24,9,6,1,0,0
7376,"M",1,1,2,3,3,3,6,4,4,4,5,7,9,4,5,6,6,0.67,5,4,0,0,0
7377,"M",0,1,2,2,2,1,1,10,4,4,5,7,9,4,7,8,8,0.14,8,6,0,0,0
7378,"M",1,1,2,2,2,1,10,10,4,4,5,7,9,4,7,8,8,0.65,8,6,0,0,0
7379,"M",0,0,2,2,4,2,5,7,4,4,5,7,9,4,7,7,8,0.48,8,5,1,0,0
7380,"M",1,1,4,2,3,5,8,8,4,4,5,7,9,4,6,5,8,0.72,7,6,1,0,0
7381,"M",0,0,3,4,3,6,7,8,4,1,4,7,5,6,8,10,10,0.31,8,8,1,0,0
7382,"M",1,1,2,3,3,8,7,7,4,1,4,7,5,6,7,7,7,0.48,6,5,1,0,0
7383,"M",2,1,2,2,2,8,5,9,4,1,4,7,5,6,6,6,6,0.41,5,5,1,0,0
7384,"M",3,1,2,2,2,5,10,9,4,1,4,7,5,6,5,7,8,0.59,6,5,1,1,1
7385,"M",2,0,2,2,4,4,5,5,4,1,4,7,5,6,6,6,6,0.47,4,7,1,0,0
7386,"M",3,1,4,2,3,8,8,7,4,1,4,7,5,6,6,6,6,0.61,5,5,1,1,1
7387,"M",4,1,3,4,3,7,7,8,3,2,2,9,10,8,8,8,9,0.48,8,6,1,1,1
7388,"M",3,0,2,3,3,6,8,7,3,2,2,9,10,8,7,8,9,0.53,7,4,0,0,0
7389,"M",2,0,2,2,2,8,10,9,3,2,2,9,10,8,8,9,9,-0.16,8,5,1,0,0
7390,"M",1,0,2,2,2,5,5,4,3,2,2,9,10,8,5,9,8,0.07,7,3,0,0,0
7391,"M",2,0,2,2,4,6,5,8,3,2,2,9,10,8,5,9,9,0.18,7,6,0,0,0
7392,"M",1,0,4,2,3,7,8,8,3,2,2,9,10,8,6,8,8,0.63,7,6,0,0,0
7393,"M",1,1,3,4,3,5,7,8,2,2,3,5,8,7,6,7,7,0.74,5,6,1,0,0
7394,"M",0,0,2,3,3,4,6,6,2,2,3,5,8,7,6,5,5,0.14,5,3,0,0,0
7395,"M",1,0,2,2,2,5,8,10,2,2,3,5,8,7,6,7,6,-0.04,2,5,0,0,0
7396,"M",2,0,2,2,2,1,9,8,2,2,3,5,8,7,4,6,5,0.24,3,4,0,0,0
7397,"M",1,0,2,2,4,5,5,8,2,2,3,5,8,7,6,7,8,0.26,5,6,1,0,0
7398,"M",2,0,4,2,3,8,7,7,2,2,3,5,8,7,6,6,6,0.47,3,3,0,0,0
7399,"M",1,1,3,4,3,6,8,8,3,3,3,7,8,7,5,9,9,0.58,7,5,0,1,0
7400,"M",0,0,2,3,3,6,7,7,3,3,3,7,8,7,4,9,7,-0.06,6,5,0,0,0
7401,"M",1,0,2,2,2,3,10,9,3,3,3,7,8,7,7,9,8,-0.35,7,5,1,0,0
7402,"M",2,0,2,2,2,6,9,9,3,3,3,7,8,7,6,9,9,-0.1,8,5,0,1,0
7403,"M",1,0,2,2,4,8,7,8,3,3,3,7,8,7,7,9,9,0.05,8,5,1,1,1
7404,"M",2,0,4,2,3,7,7,6,3,3,3,7,8,7,7,8,8,0.31,7,5,0,1,0
7405,"M",13,1,3,4,3,5,5,7,2,2,2,7,8,8,6,6,7,0.13,7,6,1,0,0
7406,"M",12,0,2,3,3,7,6,5,2,2,2,7,8,8,7,8,8,-0.19,7,6,1,0,0
7407,"M",11,0,2,2,2,3,4,7,2,2,2,7,8,8,6,8,8,0.25,7,6,1,0,0
7408,"M",10,0,2,2,2,6,8,10,2,2,2,7,8,8,6,8,9,-0.06,7,6,1,1,1
7409,"M",11,0,2,2,4,7,4,5,2,2,2,7,8,8,5,9,9,0.11,7,7,1,0,0
7410,"M",10,0,4,2,3,7,7,7,2,2,2,7,8,8,7,8,9,-0.13,7,8,1,0,0
7411,"F",3,1,2,4,3,7,10,10,2,3,4,5,6,4,2,6,8,-0.12,3,7,0,1,0
7412,"F",2,1,3,3,3,6,7,8,2,3,4,5,6,4,6,7,7,0.03,6,5,0,1,0
7413,"F",2,0,3,3,3,6,7,7,2,3,4,5,6,4,2,2,2,0.37,0,0,0,0,0
7414,"F",4,0,4,4,4,6,5,4,2,3,4,5,6,4,8,7,5,0.11,5,2,0,1,0
7415,"F",5,0,3,2,2,6,8,8,2,3,4,5,6,4,3,6,7,0.39,5,4,1,1,1
7416,"F",1,0,4,3,3,6,7,6,2,3,4,5,6,4,5,5,5,0.84,5,0,1,0,0
7417,"F",6,1,3,1,3,7,8,9,2,3,4,5,6,4,5,5,4,0.67,6,6,1,1,1
7418,"F",4,0,6,1,2,7,7,9,2,3,4,5,6,4,6,6,5,0.36,5,0,1,1,1
7419,"F",6,0,4,2,3,1,6,5,2,3,4,5,6,4,2,3,6,0.58,3,0,0,0,0
7420,"F",4,0,3,2,3,6,7,6,2,3,4,5,6,4,5,7,8,0.1,5,5,1,0,0
7421,"F",5,1,5,4,1,6,7,7,2,3,4,5,6,4,6,7,7,0.15,6,5,0,0,0
7422,"F",5,1,3,2,3,2,4,6,2,3,4,5,6,4,5,5,6,0.43,2,3,1,0,0
7423,"F",4,1,3,2,2,6,7,7,2,3,4,5,6,4,6,7,7,0.04,6,5,0,0,0
7424,"F",5,1,2,3,3,6,8,7,2,3,4,5,6,4,3,6,7,-0.04,5,2,1,0,0
7425,"F",4,0,3,3,3,4,8,7,2,3,4,5,6,4,7,6,5,0.03,6,3,1,0,0
7426,"F",2,0,4,2,3,6,6,6,2,3,4,5,6,4,7,6,3,0.52,7,2,1,1,1
7427,"F",2,0,3,3,3,5,6,7,2,3,4,5,6,4,5,7,4,0.58,5,4,1,0,0
7428,"F",2,0,5,2,3,5,5,7,2,3,4,5,6,4,8,8,5,0.23,5,2,1,1,1
7429,"F",0,0,3,3,3,1,6,6,2,3,4,5,6,4,5,5,5,0.43,5,2,0,0,0
7430,"F",2,0,4,1,4,7,6,7,2,3,4,5,6,4,6,6,4,0.65,5,3,1,0,0
7431,"F",1,0,5,3,3,5,7,8,2,3,4,5,6,4,5,6,5,0.62,4,3,0,1,0
7432,"F",3,0,8,1,2,7,7,9,2,3,4,5,6,4,8,7,4,0.68,6,1,1,1,1
7433,"F",1,0,2,4,3,10,5,5,3,3,3,7,9,6,6,10,9,0.17,7,4,0,0,0
7434,"F",0,0,3,3,3,6,7,7,3,3,3,7,9,6,2,6,8,0.04,3,3,0,0,0
7435,"F",0,0,3,3,3,9,9,10,3,3,3,7,9,6,9,8,10,0.69,9,9,1,1,1
7436,"F",2,0,4,4,4,8,9,8,3,3,3,7,9,6,6,9,7,0.5,5,5,0,1,0
7437,"F",3,0,3,2,2,8,7,7,3,3,3,7,9,6,8,6,7,0.24,7,5,0,1,0
7438,"F",3,0,4,3,3,10,8,9,3,3,3,7,9,6,9,9,7,0.36,8,8,1,1,1
7439,"F",4,0,3,1,3,6,7,7,3,3,3,7,9,6,6,7,7,-0.04,6,5,0,0,0
7440,"F",6,0,6,1,2,8,5,5,3,3,3,7,9,6,7,8,8,0.57,8,8,1,1,1
7441,"F",4,0,4,2,3,8,6,6,3,3,3,7,9,6,7,7,6,0.13,5,5,0,1,0
7442,"F",2,0,3,2,3,8,10,8,3,3,3,7,9,6,8,10,10,0.36,8,9,1,1,1
7443,"F",3,0,5,4,1,8,9,10,3,3,3,7,9,6,6,8,8,-0.32,5,4,0,1,0
7444,"F",3,0,3,2,3,6,7,10,3,3,3,7,9,6,5,6,6,-0.14,4,4,0,0,0
7445,"F",2,0,3,2,2,8,8,8,3,3,3,7,9,6,7,7,9,-0.07,5,5,0,0,0
7446,"F",3,0,2,3,3,7,7,7,3,3,3,7,9,6,6,7,7,-0.18,5,5,0,0,0
7447,"F",2,0,3,3,3,6,7,7,3,3,3,7,9,6,6,7,7,0.66,6,5,0,0,0
7448,"F",4,0,4,2,3,8,8,8,3,3,3,7,9,6,10,8,9,-0.04,8,9,1,1,1
7449,"F",4,0,3,3,3,6,6,6,3,3,3,7,9,6,6,6,5,0.15,4,4,0,0,0
7450,"F",4,0,5,2,3,7,7,8,3,3,3,7,9,6,8,7,8,0.07,6,6,0,1,0
7451,"F",2,0,3,3,3,4,8,9,3,3,3,7,9,6,9,10,9,0.07,8,8,1,1,1
7452,"F",4,0,4,1,4,5,5,5,3,3,3,7,9,6,2,4,3,0.43,3,3,0,1,0
7453,"F",1,0,5,3,3,10,9,9,3,3,3,7,9,6,6,5,5,0.33,4,4,0,1,0
7454,"F",1,0,8,1,2,9,9,9,3,3,3,7,9,6,10,9,9,0.63,9,8,1,1,1
7455,"F",2,1,2,4,3,5,10,10,3,2,2,8,4,10,6,7,5,0.26,6,6,1,0,0
7456,"F",3,1,3,3,3,7,6,7,3,2,2,8,4,10,5,6,3,-0.45,4,5,1,0,0
7457,"F",3,0,3,3,3,6,8,8,3,2,2,8,4,10,6,7,4,0.6,6,5,1,0,0
7458,"F",1,0,4,4,4,8,9,8,3,2,2,8,4,10,5,8,5,0.28,7,7,1,1,1
7459,"F",0,0,3,2,2,7,7,8,3,2,2,8,4,10,6,6,4,0.24,6,6,1,1,1
7460,"F",6,0,4,3,3,9,7,8,3,2,2,8,4,10,7,6,6,0.52,7,6,0,0,0
7461,"F",1,1,3,1,3,5,7,8,3,2,2,8,4,10,4,7,4,0.36,5,5,1,0,0
7462,"F",9,0,6,1,2,5,7,7,3,2,2,8,4,10,4,5,3,0.02,4,4,0,0,0
7463,"F",1,0,4,2,3,4,8,10,3,2,2,8,4,10,3,4,3,0.02,3,4,1,0,0
7464,"F",1,0,3,2,3,7,8,7,3,2,2,8,4,10,3,5,5,0.52,4,5,0,0,0
7465,"F",0,1,5,4,1,5,7,10,3,2,2,8,4,10,4,6,2,-0.05,5,5,1,0,0
7466,"F",0,1,3,2,3,4,5,8,3,2,2,8,4,10,4,5,4,-0.03,3,5,1,1,1
7467,"F",1,1,3,2,2,6,8,8,3,2,2,8,4,10,3,6,3,-0.33,5,5,1,0,0
7468,"F",0,1,2,3,3,8,8,5,3,2,2,8,4,10,3,3,3,-0.12,4,4,1,0,0
7469,"F",1,0,3,3,3,6,7,7,3,2,2,8,4,10,6,7,7,0.16,6,5,0,0,0
7470,"F",7,0,4,2,3,6,6,7,3,2,2,8,4,10,6,6,6,-0.05,6,5,1,0,0
7471,"F",7,0,3,3,3,4,7,6,3,2,2,8,4,10,7,6,7,0.37,7,6,0,0,0
7472,"F",7,0,5,2,3,9,9,9,3,2,2,8,4,10,5,5,3,-0.2,4,4,1,1,1
7473,"F",5,0,3,3,3,6,8,6,3,2,2,8,4,10,4,5,5,0.17,5,4,1,0,0
7474,"F",7,0,4,1,4,5,4,5,3,2,2,8,4,10,6,7,6,0.48,4,6,0,0,0
7475,"F",4,0,5,3,3,5,8,9,3,2,2,8,4,10,6,7,5,0.37,7,5,1,0,0
7476,"F",2,0,8,1,2,7,5,5,3,2,2,8,4,10,6,5,3,0.83,4,4,1,0,0
7477,"F",25,0,2,4,3,10,8,5,3,3,3,7,8,8,5,8,8,0.22,5,5,0,0,0
7478,"F",26,0,3,3,3,7,7,7,3,3,3,7,8,8,5,8,8,-0.24,5,5,0,0,0
7479,"F",26,1,3,3,3,8,7,8,3,3,3,7,8,8,8,8,6,0.35,6,5,0,1,0
7480,"F",24,0,4,4,4,7,7,6,3,3,3,7,8,8,6,8,7,0.23,5,6,0,1,0
7481,"F",23,1,3,2,2,8,8,8,3,3,3,7,8,8,5,9,8,0.46,5,6,0,1,0
7482,"F",29,1,4,3,3,9,5,7,3,3,3,7,8,8,5,8,7,0.54,4,7,0,0,0
7483,"F",22,0,3,1,3,9,8,9,3,3,3,7,8,8,7,8,7,0.54,7,7,0,0,0
7484,"F",32,1,6,1,2,6,7,7,3,3,3,7,8,8,6,7,7,0.02,6,5,0,0,0
7485,"F",22,1,4,2,3,8,6,7,3,3,3,7,8,8,5,8,8,0.08,5,7,0,1,0
7486,"F",24,1,3,2,3,6,7,7,3,3,3,7,8,8,6,7,7,0.45,6,5,0,0,0
7487,"F",23,0,5,4,1,10,10,5,3,3,3,7,8,8,5,9,9,-0.19,6,5,0,1,0
7488,"F",23,0,3,2,3,10,7,6,3,3,3,7,8,8,5,9,9,0.3,5,5,0,0,0
7489,"F",24,0,3,2,2,8,8,8,3,3,3,7,8,8,5,9,8,-0.18,5,6,0,0,0
7490,"F",23,0,2,3,3,5,5,5,3,3,3,7,8,8,5,9,9,0.09,5,5,0,0,0
7491,"F",24,1,3,3,3,6,5,6,3,3,3,7,8,8,7,8,8,0.02,7,7,0,0,0
